months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,policy_limit,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,auto_make,auto_model,auto_year,weather_condition,previous_claims,avg_past_claim_amount,max_past_claim_amount,tenure_days,vehicle_age,seasonal_factor,time_factor,weather_factor,total_claim_amount,frequency
24,35,PN00004477,2018-02-20,IL,250,2224.718780822992,250000,500000,80090,Female,PhD,Sales,Married,79067.23281602464,14550.211082487618,2016-08-17,Collision,Parked Car,Totaled,15,2,4,1,True,Chevrolet,SUV,2018,Clear,0,0.0,0.0,0,-2,1.0,1.0,1.0,17622.989819608807,0
39,33,PN00004478,2016-01-17,NY,2000,4793.639319886572,1000000,500000,91741,Male,PhD,Teacher,Divorced,7340.668728700228,41689.54150427707,2018-06-15,Vandalism,Parked Car,Major,2,2,3,3,True,BMW,Coupe,2005,Clear,1,7662.431249038275,7662.431249038275,880,13,1.0,1.2,1.0,9004.352585668086,0
34,83,PN00004479,2015-06-29,TX,250,1134.5433900734556,1000000,0,70230,Male,PhD,Sales,Widowed,20823.41169480333,41704.47274978336,2020-05-25,Collision,Side-swipe,Minor,14,1,1,3,True,Chevrolet,Convertible,2010,Clear,1,15780.397261238822,15780.397261238822,1792,10,1.05,1.0,1.0,7599.288278945211,0
56,22,PN00004480,2017-08-06,NY,1000,3560.4956350430703,500000,250000,35936,Female,PhD,Clerical,Divorced,50516.190553774366,15315.482472038444,2018-01-22,Natural Disaster,Rear-end,Major,2,1,4,2,False,Chevrolet,Convertible,2015,Fog,1,16629.09125299142,16629.09125299142,169,3,1.1,1.2,1.2,15408.64988674915,1
28,20,PN00004481,2020-10-29,TX,2000,1363.6804409952556,500000,250000,25529,Male,Bachelor,Teacher,Widowed,25081.26081708466,45477.74956501986,2024-05-13,Collision,Rear-end,Major,3,1,2,2,False,BMW,Sedan,2000,Fog,1,11457.286066067287,11457.286066067287,1292,24,1.05,1.2,1.2,9102.468395139007,0
37,87,PN00004482,2019-08-19,NY,500,1609.9125635067244,250000,500000,52129,Male,Master,Clerical,Single,87348.51983028116,16051.888722280572,2022-04-09,Theft,Rear-end,Major,20,1,0,1,False,Honda,SUV,2005,Clear,0,0.0,0.0,964,17,1.05,1.0,1.0,5161.197037170136,2
7,24,PN00004483,2022-11-10,TX,500,4007.0184674117245,250000,250000,83421,Male,High School,Engineer,Widowed,64016.79720810813,44784.67143537197,2022-10-14,Collision,Parked Car,Totaled,18,2,0,0,False,Toyota,Truck,2017,Fog,0,0.0,0.0,0,5,1.05,1.1,1.2,14893.934785113157,0
68,67,PN00004484,2019-03-06,TX,1000,2198.111380543827,250000,250000,44341,Male,PhD,Clerical,Married,49023.38079161302,9657.002841047146,2016-11-12,Collision,Head-on,Minor,18,3,3,3,False,BMW,SUV,2020,Fog,0,0.0,0.0,0,-4,1.05,1.1,1.2,12279.180507782277,0
37,31,PN00004485,2020-02-21,TX,2000,532.0737627287953,100000,500000,18511,Female,PhD,Teacher,Widowed,44.36161033302133,14395.756346886528,2023-10-07,Natural Disaster,Rear-end,Major,11,3,4,0,True,Toyota,SUV,2009,Clear,0,0.0,0.0,1324,14,1.05,1.0,1.0,7106.543279152782,0
56,55,PN00004486,2023-05-22,TX,2000,2364.0729088801754,1000000,250000,82713,Male,PhD,Sales,Divorced,85864.82268253669,44209.403923647646,2021-04-02,Natural Disaster,Head-on,Major,1,3,2,3,True,Chevrolet,Coupe,2011,Clear,0,0.0,0.0,0,10,1.05,1.2,1.0,12416.290927734628,0
65,64,PN00004487,2015-12-14,CA,250,1526.3119428483176,1000000,250000,60960,Male,Bachelor,Clerical,Married,46086.03765738865,4041.1380319197,2021-05-09,Vandalism,Parked Car,Totaled,23,3,4,0,False,Honda,Truck,2001,Rain,0,0.0,0.0,1973,20,1.05,1.2,1.3,11258.519964084006,1
65,50,PN00004488,2021-07-06,TX,500,3574.9846110123103,250000,0,53423,Female,High School,Sales,Widowed,53140.92426008743,35089.26757717745,2019-07-06,Vandalism,Side-swipe,Minor,19,1,3,4,False,Honda,Truck,2006,Snow,0,0.0,0.0,0,13,1.0,1.0,1.5,8066.361943104972,2
47,60,PN00004489,2016-01-27,TX,500,1375.0191352557513,250000,250000,72578,Female,High School,Clerical,Married,69827.14639144782,34099.579461934685,2023-04-27,Vandalism,Head-on,Totaled,1,1,3,3,False,Honda,Convertible,2011,Snow,0,0.0,0.0,2647,12,1.05,1.2,1.5,13829.838319138686,1
20,46,PN00004490,2020-09-01,IL,250,4290.140877964141,1000000,500000,65379,Male,PhD,Manager,Widowed,93745.53973928263,48607.99878638642,2023-03-14,Natural Disaster,Parked Car,Totaled,6,1,0,2,True,Chevrolet,Truck,2014,Snow,0,0.0,0.0,924,9,1.05,1.0,1.5,23307.798734630494,1
19,74,PN00004491,2016-06-30,CA,500,1701.9185544867391,500000,0,71357,Female,Bachelor,Clerical,Single,15821.000379999583,48613.84782338803,2020-07-17,Collision,Rear-end,Major,2,2,3,0,True,Toyota,Convertible,2002,Snow,0,0.0,0.0,1478,18,1.0,1.2,1.5,5740.0685321870615,0
29,22,PN00004492,2022-02-23,TX,250,2268.6271622735617,250000,500000,14978,Female,Bachelor,Manager,Divorced,7118.41783788384,24024.62520587045,2020-04-07,Collision,Rear-end,Major,9,4,0,1,False,Honda,Truck,2017,Fog,1,7258.372186150733,7258.372186150733,0,3,1.05,1.1,1.2,11442.518043440072,0
74,77,PN00004493,2019-06-04,FL,500,1841.165873586941,250000,0,79436,Male,PhD,Clerical,Single,12190.89095143525,32920.203184495804,2017-11-06,Theft,Parked Car,Totaled,3,2,1,4,True,Honda,SUV,2021,Fog,0,0.0,0.0,0,-4,1.05,1.2,1.2,15678.155212002,1
60,87,PN00004494,2015-11-03,CA,500,3397.655065142146,500000,500000,92219,Female,PhD,Clerical,Widowed,74072.4191160355,7789.460618139244,2016-08-11,Natural Disaster,Parked Car,Minor,22,3,0,2,True,Chevrolet,Sedan,2008,Fog,0,0.0,0.0,282,8,1.0,1.2,1.2,5021.735058391963,1
18,19,PN00004495,2021-08-21,IL,500,955.2359355187851,250000,100000,12269,Female,Bachelor,Manager,Widowed,12927.78275107197,11303.858888702922,2020-03-01,Natural Disaster,Head-on,Minor,2,1,3,4,False,Honda,Truck,2019,Fog,0,0.0,0.0,0,1,1.05,1.2,1.2,7197.074061495952,0
92,87,PN00004496,2021-05-14,NY,250,2651.4471771420986,1000000,0,19125,Male,High School,Engineer,Married,50098.100835228644,27921.936249773295,2023-04-02,Vandalism,Rear-end,Totaled,7,3,3,4,True,Honda,Convertible,2006,Snow,0,0.0,0.0,688,17,1.05,1.1,1.5,17614.682365870238,1
35,60,PN00004497,2015-09-13,IL,500,2005.0466684677617,1000000,0,47096,Female,Bachelor,Sales,Married,70649.49369102318,11879.595774924877,2020-10-03,Theft,Parked Car,Totaled,23,1,3,0,False,Chevrolet,Sedan,2018,Fog,0,0.0,0.0,1847,2,1.05,1.2,1.2,15226.919573627823,0
43,21,PN00004498,2019-11-17,IL,500,4478.620834797416,500000,0,28609,Male,Bachelor,Teacher,Widowed,71276.1823258958,10843.666530768625,2018-03-08,Natural Disaster,Parked Car,Major,15,1,4,0,False,Honda,Truck,2000,Snow,1,8027.762598448878,8027.762598448878,0,18,1.05,1.0,1.5,19879.3534772653,1
111,73,PN00004499,2022-06-06,CA,2000,830.3544210847657,1000000,500000,91993,Male,High School,Clerical,Widowed,40635.26448343948,1142.0644911697032,2019-01-10,Vandalism,Rear-end,Minor,10,1,0,3,False,Ford,Sedan,2006,Snow,1,8103.794246800617,8103.794246800617,0,13,1.1,1.0,1.5,2583.8278841942047,0
95,76,PN00004500,2016-06-19,CA,500,4233.627792197846,500000,100000,66184,Male,High School,Teacher,Divorced,69861.44359686188,3667.1610873161067,2017-03-20,Vandalism,Side-swipe,Minor,13,1,2,4,False,Toyota,Sedan,2000,Rain,0,0.0,0.0,274,17,1.05,1.0,1.3,4613.4856604828165,7
91,26,PN00004501,2017-08-27,FL,1000,1254.5621443845912,500000,0,60521,Male,High School,Engineer,Widowed,95001.11176637204,35571.47600683897,2017-03-03,Theft,Rear-end,Minor,18,2,1,3,False,Honda,Coupe,2022,Clear,2,28737.908174371776,39951.136470570935,0,-5,1.05,1.1,1.0,7504.721339600852,0
11,20,PN00004502,2018-04-09,FL,500,898.5994696847981,1000000,100000,86544,Female,High School,Clerical,Divorced,2797.8836120192473,716.5538275089589,2016-11-14,Vandalism,Parked Car,Minor,21,3,2,4,True,Toyota,Truck,2015,Fog,1,5546.324777000522,5546.324777000522,0,1,1.05,1.0,1.2,5685.361948113819,0
49,65,PN00004503,2017-12-05,CA,500,1410.452861553536,500000,250000,17709,Female,Master,Manager,Single,67138.01398209734,44789.074456484166,2020-01-25,Vandalism,Rear-end,Minor,7,2,2,4,False,Ford,Coupe,2010,Fog,1,9221.597342304,9221.597342304,781,10,1.1,1.1,1.2,7568.073786290149,0
113,60,PN00004504,2018-07-14,CA,2000,961.9384190531467,1000000,0,36376,Female,High School,Manager,Single,52261.8095817511,3933.0445305683747,2022-10-06,Natural Disaster,Rear-end,Totaled,8,1,4,3,False,Honda,Convertible,2022,Rain,1,5256.837672526337,5256.837672526337,1545,0,1.05,1.1,1.3,9072.890826102752,2
38,18,PN00004505,2023-12-25,CA,2000,2844.427766909565,500000,250000,98683,Female,Bachelor,Clerical,Widowed,21258.852240292003,7828.721780316106,2024-09-24,Vandalism,Head-on,Minor,4,4,2,2,True,Ford,Coupe,2003,Snow,1,24466.350928901877,24466.350928901877,274,21,1.05,1.2,1.5,7062.119945337428,1
64,74,PN00004506,2019-05-29,NY,250,4946.967288121016,500000,0,94768,Male,Bachelor,Manager,Widowed,30771.219568615772,17017.171092791716,2019-10-06,Collision,Head-on,Totaled,14,2,1,3,False,Toyota,Coupe,2000,Clear,0,0.0,0.0,130,19,1.05,1.0,1.0,11817.834263529478,4
69,70,PN00004507,2022-11-10,IL,250,654.4730836591648,500000,100000,34857,Female,High School,Engineer,Single,83715.05652962516,36332.79674794921,2016-04-24,Vandalism,Parked Car,Totaled,8,1,1,1,False,Chevrolet,SUV,2002,Rain,1,24147.13499450256,24147.13499450256,0,14,1.05,1.1,1.3,9565.699802960453,0
8,33,PN00004508,2023-04-01,FL,1000,2575.077571937576,1000000,250000,37945,Male,Bachelor,Sales,Divorced,58689.80847688767,35035.779496675,2018-09-08,Collision,Rear-end,Totaled,5,3,4,1,True,Toyota,Truck,2003,Rain,0,0.0,0.0,0,15,1.05,1.0,1.3,9627.04600714531,1
34,68,PN00004509,2018-08-29,FL,2000,2237.316480985378,250000,500000,59865,Male,Bachelor,Sales,Divorced,1453.0345959392732,12327.993849750319,2019-03-01,Natural Disaster,Rear-end,Minor,7,1,2,1,False,BMW,SUV,2021,Clear,1,5228.557238163774,5228.557238163774,184,-2,1.05,1.1,1.0,11178.88199592653,0
48,72,PN00004510,2018-07-26,TX,250,2028.2288641088016,100000,0,17465,Male,Master,Engineer,Widowed,96536.13303455313,16349.640313805352,2017-10-28,Vandalism,Side-swipe,Totaled,13,3,0,1,False,Chevrolet,Convertible,2014,Snow,0,0.0,0.0,0,3,1.05,1.0,1.5,11768.177429755564,0
116,18,PN00004511,2020-01-29,NY,250,1993.386246950124,250000,0,74095,Female,Master,Manager,Widowed,66618.42631194279,41061.58851032179,2022-01-27,Vandalism,Parked Car,Minor,13,3,0,2,False,Honda,Sedan,2014,Fog,0,0.0,0.0,729,8,1.1,1.0,1.2,4900.60728696542,4
56,45,PN00004512,2018-01-18,CA,250,4527.557404819079,500000,100000,33590,Female,PhD,Sales,Divorced,44264.27639774244,24838.937010784062,2017-03-12,Collision,Parked Car,Major,13,3,3,1,True,BMW,Convertible,2010,Snow,0,0.0,0.0,0,7,1.05,1.0,1.5,13121.781760682576,1
76,70,PN00004513,2017-08-14,CA,2000,585.3926759378182,1000000,500000,15436,Male,PhD,Manager,Married,71233.34209564264,22910.115492955734,2016-09-24,Theft,Parked Car,Minor,13,4,3,2,True,Ford,Coupe,2020,Clear,0,0.0,0.0,0,-4,1.05,1.0,1.0,7780.265740374582,0
102,75,PN00004514,2015-11-02,NY,2000,3987.1237432106227,500000,0,83463,Female,High School,Manager,Single,20456.90297478503,31673.83503591749,2018-05-17,Collision,Side-swipe,Totaled,20,2,2,2,False,Ford,Truck,2021,Snow,0,0.0,0.0,927,-3,1.05,1.0,1.5,13775.141384424487,1
65,77,PN00004515,2017-04-10,FL,1000,1638.1993046267376,250000,250000,74814,Female,Master,Teacher,Widowed,26046.735034622292,22842.3533937006,2022-09-11,Collision,Parked Car,Totaled,3,3,1,3,True,BMW,SUV,2020,Clear,1,12083.750006372095,12083.750006372095,1980,2,1.05,1.2,1.0,14661.138966695391,0
31,76,PN00004516,2016-07-11,CA,2000,2224.8297986790867,100000,500000,10815,Male,PhD,Sales,Single,15212.626349363767,21700.086789832258,2016-02-14,Collision,Rear-end,Major,5,3,3,0,False,Honda,Coupe,2007,Snow,0,0.0,0.0,0,9,1.1,1.0,1.5,6330.823369588932,0
4,39,PN00004517,2023-09-30,TX,2000,2390.6746078185997,250000,500000,60927,Female,Bachelor,Manager,Divorced,39707.30227796207,39930.18107949724,2024-06-25,Natural Disaster,Rear-end,Major,6,1,3,1,False,Honda,Sedan,2017,Rain,1,7366.583879637688,7366.583879637688,269,7,1.0,1.0,1.3,11972.063042504025,0
113,25,PN00004518,2023-08-21,FL,2000,1871.2928933318453,1000000,100000,20419,Male,PhD,Teacher,Divorced,90470.02846925752,46571.18679530511,2019-06-20,Collision,Parked Car,Minor,19,2,0,0,False,BMW,Sedan,2006,Rain,1,11357.302209643523,11357.302209643523,0,13,1.0,1.0,1.3,4471.036208368298,1
109,66,PN00004519,2021-07-22,IL,1000,921.0148782592903,1000000,250000,84906,Female,High School,Engineer,Single,38859.03898856494,27463.237591760437,2018-02-07,Theft,Rear-end,Minor,1,2,3,1,False,Toyota,Sedan,2018,Clear,0,0.0,0.0,0,0,1.1,1.2,1.0,5936.358552391465,1
50,59,PN00004520,2016-03-22,NY,500,1014.4888197324565,250000,250000,48044,Female,PhD,Sales,Widowed,28808.56968608865,14466.883424492049,2022-03-09,Collision,Parked Car,Minor,16,1,0,0,False,BMW,Convertible,2016,Rain,0,0.0,0.0,2178,6,1.05,1.1,1.3,8083.0186058494655,0
69,44,PN00004521,2016-09-28,FL,500,1841.5900583718994,250000,0,69775,Female,High School,Engineer,Widowed,70356.38347466105,47485.296652273755,2018-04-06,Theft,Parked Car,Major,19,4,0,0,True,Chevrolet,Sedan,2009,Rain,0,0.0,0.0,555,9,1.05,1.0,1.3,7751.533513886679,0
30,56,PN00004522,2016-03-08,IL,250,4198.140737992628,100000,0,62066,Male,PhD,Engineer,Married,86960.5597699258,35096.857629076054,2023-02-27,Vandalism,Side-swipe,Minor,12,2,0,2,True,Chevrolet,Truck,2016,Snow,0,0.0,0.0,2547,7,1.1,1.0,1.5,11295.835583137614,0
120,42,PN00004523,2016-11-04,TX,500,1105.8244375433533,500000,500000,50558,Male,PhD,Clerical,Single,24423.215925146524,32716.187362920653,2016-05-12,Collision,Head-on,Major,13,4,2,1,True,BMW,Convertible,2023,Rain,0,0.0,0.0,0,-7,1.05,1.0,1.3,10008.39726398325,1
88,55,PN00004524,2020-01-16,NY,500,3841.8792491566883,1000000,500000,69675,Female,Bachelor,Sales,Widowed,80792.16847704121,30333.466079253136,2018-09-11,Vandalism,Parked Car,Major,19,3,0,1,True,Toyota,Coupe,2009,Rain,0,0.0,0.0,0,9,1.05,1.0,1.3,8085.794478065332,7
59,41,PN00004525,2020-03-23,CA,1000,1799.9137824317945,1000000,100000,24309,Female,Bachelor,Engineer,Divorced,30480.48699625444,37018.87133654405,2019-01-07,Natural Disaster,Parked Car,Totaled,22,1,0,1,False,Chevrolet,Coupe,2002,Rain,1,6176.884948344019,6176.884948344019,0,17,1.1,1.2,1.3,10942.569225389454,0
67,41,PN00004526,2018-07-10,CA,1000,4475.592208004417,100000,500000,20690,Male,Bachelor,Engineer,Single,24731.619986842845,38780.56278335863,2016-12-14,Natural Disaster,Head-on,Major,3,1,2,0,False,Honda,Coupe,2006,Rain,0,0.0,0.0,0,10,1.1,1.2,1.3,10888.532052079974,0
75,77,PN00004527,2019-07-24,IL,500,2427.4781393028843,1000000,100000,11167,Male,Bachelor,Engineer,Widowed,47295.67995754556,39559.137490020454,2022-05-24,Vandalism,Side-swipe,Major,23,1,3,3,True,Chevrolet,Sedan,2004,Rain,0,0.0,0.0,1035,18,1.05,1.2,1.3,8120.266219114312,0
45,67,PN00004528,2016-05-09,FL,500,1272.75490983819,1000000,100000,40819,Female,Master,Manager,Single,6673.079918877666,48790.09083056033,2022-05-02,Theft,Side-swipe,Major,16,3,0,1,True,Honda,SUV,2012,Fog,0,0.0,0.0,2184,10,1.05,1.1,1.2,8722.107811780723,0
4,83,PN00004529,2021-01-04,TX,500,4936.300025497296,250000,250000,18448,Male,PhD,Sales,Single,86223.63736990068,20560.086732763615,2016-07-02,Vandalism,Parked Car,Minor,0,1,0,2,True,Chevrolet,Convertible,2000,Fog,0,0.0,0.0,0,16,1.0,1.2,1.2,10247.835847795699,0
26,31,PN00004530,2019-01-07,IL,250,1294.855336534602,250000,250000,89477,Male,Bachelor,Sales,Married,87434.06976662416,12131.806192546812,2022-04-28,Collision,Parked Car,Major,16,4,0,0,False,BMW,Convertible,2016,Clear,0,0.0,0.0,1207,6,1.05,1.1,1.0,10321.598477591058,0
27,70,PN00004531,2023-08-22,TX,1000,3054.2891955452124,100000,500000,33889,Female,High School,Sales,Widowed,67737.67271257144,19705.146715146922,2024-11-10,Theft,Head-on,Major,20,3,2,0,True,Chevrolet,Truck,2001,Rain,0,0.0,0.0,446,23,1.05,1.0,1.3,12234.661672475619,2
46,49,PN00004532,2017-04-30,TX,500,3061.789151432604,1000000,500000,12435,Male,Master,Sales,Divorced,30288.53817380406,38339.924041599974,2021-06-04,Collision,Head-on,Major,18,4,0,2,True,Chevrolet,Coupe,2018,Snow,0,0.0,0.0,1496,3,1.0,1.1,1.5,13762.951617747904,1
118,65,PN00004533,2020-01-26,TX,2000,2177.6605303000097,100000,250000,93668,Female,High School,Sales,Single,16670.878789230726,27034.991524946992,2016-07-06,Vandalism,Side-swipe,Totaled,3,3,4,4,True,Toyota,Sedan,2005,Clear,1,8589.183924429963,8589.183924429963,0,11,1.0,1.2,1.0,9059.098843699816,2
107,56,PN00004534,2018-06-16,NY,500,4781.698666471089,500000,500000,12674,Female,Bachelor,Engineer,Married,69880.48340409412,43234.55822907485,2016-07-15,Vandalism,Rear-end,Minor,17,4,0,4,True,BMW,Sedan,2008,Snow,0,0.0,0.0,0,8,1.0,1.1,1.5,8915.861399771853,8
64,57,PN00004535,2020-03-12,IL,2000,4297.435530852792,500000,250000,45219,Male,PhD,Teacher,Single,10308.868543097371,11807.092205086545,2019-07-12,Collision,Side-swipe,Minor,13,1,0,3,True,Toyota,Sedan,2007,Snow,0,0.0,0.0,0,12,1.0,1.0,1.5,10234.26341684818,3
91,59,PN00004536,2017-12-21,NY,250,4234.188023772089,100000,0,63566,Male,PhD,Clerical,Married,41110.83103563392,36851.3804043099,2017-01-16,Natural Disaster,Rear-end,Major,4,2,3,3,False,Ford,Sedan,2011,Fog,2,15279.562270310777,18086.93096018525,0,6,1.1,1.2,1.2,22349.80039481064,4
106,25,PN00004537,2016-05-06,FL,2000,4883.68370943265,1000000,500000,22754,Male,PhD,Sales,Divorced,8880.897289950173,12467.662206684327,2019-06-18,Vandalism,Head-on,Minor,4,1,3,4,False,BMW,Sedan,2018,Rain,2,7638.796632330755,9585.250300156262,1138,1,1.0,1.2,1.3,22962.374058234105,3
51,43,PN00004538,2016-01-06,FL,1000,2556.992021883426,500000,100000,35378,Female,Bachelor,Manager,Divorced,42645.676006916896,39955.72952627428,2016-02-04,Collision,Parked Car,Minor,4,4,3,4,True,Chevrolet,Coupe,2013,Fog,2,44011.334729743074,45309.80953134528,29,3,1.1,1.2,1.2,11290.560322823796,1
50,29,PN00004539,2016-10-07,CA,250,937.3359902901318,1000000,0,19004,Female,High School,Teacher,Married,13449.425822464855,21911.52825821916,2019-12-31,Vandalism,Head-on,Totaled,15,4,1,0,True,Ford,Coupe,2020,Fog,0,0.0,0.0,1180,-1,1.1,1.0,1.2,12545.984515384132,0
6,60,PN00004540,2022-09-11,CA,250,3944.5516645240723,250000,0,90952,Male,PhD,Manager,Married,3218.4195041238486,49470.65097704001,2024-06-05,Collision,Parked Car,Totaled,20,4,3,4,True,Honda,Convertible,2016,Clear,1,5652.273931957501,5652.273931957501,633,8,1.0,1.0,1.0,17300.038047410202,0
59,68,PN00004541,2018-05-31,CA,500,2213.6566075337023,100000,500000,96679,Female,High School,Engineer,Single,44973.43740004946,33436.69015725289,2019-03-02,Vandalism,Parked Car,Minor,10,1,3,3,False,BMW,Truck,2022,Rain,1,2614.119854250364,2614.119854250364,275,-3,1.05,1.0,1.3,9017.427013783627,1
15,80,PN00004542,2022-11-26,FL,250,1356.5531831158323,500000,250000,24611,Female,Bachelor,Clerical,Widowed,56769.38861042173,37086.51238750685,2020-06-18,Theft,Head-on,Totaled,0,2,3,4,False,BMW,Sedan,2021,Snow,0,0.0,0.0,0,-1,1.0,1.2,1.5,15152.60949911115,0
117,66,PN00004543,2022-10-25,TX,250,2674.6130444911405,1000000,100000,51457,Female,PhD,Engineer,Married,43934.11620882862,2136.2002242808044,2021-08-10,Theft,Parked Car,Minor,19,2,3,2,False,Chevrolet,SUV,2020,Fog,0,0.0,0.0,0,1,1.0,1.0,1.2,9049.177158598088,0
30,44,PN00004544,2021-10-07,TX,2000,4665.735230752235,250000,250000,32427,Female,Master,Engineer,Divorced,17614.76819193424,35153.377691133916,2018-03-09,Natural Disaster,Parked Car,Major,15,3,3,4,False,BMW,Convertible,2014,Snow,0,0.0,0.0,0,4,1.05,1.0,1.5,12066.042547495652,1
42,26,PN00004545,2015-06-15,IL,500,1271.1065855658278,100000,500000,61704,Female,Bachelor,Sales,Divorced,7743.135543915869,20941.163041732358,2019-07-12,Vandalism,Parked Car,Minor,5,2,3,3,False,Chevrolet,Truck,2020,Rain,1,24165.395266680374,24165.395266680374,1488,-1,1.0,1.0,1.3,12090.121324240024,0
101,56,PN00004546,2017-05-30,FL,1000,4319.144668533838,500000,250000,83879,Female,Master,Manager,Divorced,12636.69327804291,16156.552018621302,2024-06-06,Collision,Rear-end,Totaled,11,2,1,1,False,Chevrolet,Convertible,2023,Fog,0,0.0,0.0,2564,1,1.0,1.0,1.2,20588.238743613645,5
37,82,PN00004547,2018-09-04,CA,500,2381.922237268028,250000,500000,29667,Male,Bachelor,Sales,Divorced,72711.39506229012,39759.79909079405,2020-05-19,Natural Disaster,Rear-end,Totaled,23,2,0,3,True,BMW,Coupe,2000,Snow,0,0.0,0.0,623,20,1.05,1.2,1.5,15279.1043156977,0
42,88,PN00004548,2016-08-30,FL,1000,1115.6089131641388,100000,500000,98343,Female,Master,Engineer,Divorced,1587.6152295963398,11431.824174596366,2024-02-20,Collision,Side-swipe,Totaled,9,1,1,4,True,BMW,Convertible,2022,Snow,0,0.0,0.0,2730,2,1.1,1.1,1.5,12773.855813169072,0
101,88,PN00004549,2016-01-09,TX,2000,4317.720367948954,500000,100000,93045,Female,Bachelor,Clerical,Divorced,86331.6337532596,9091.148436227875,2019-12-28,Collision,Rear-end,Major,23,3,1,0,False,Honda,Coupe,2007,Rain,1,19527.64577275416,19527.64577275416,1449,12,1.1,1.2,1.3,11895.995783375582,4
35,24,PN00004550,2022-12-22,TX,250,4863.291535361429,1000000,500000,82062,Female,High School,Teacher,Divorced,84008.91405962652,17765.85825202786,2017-06-14,Collision,Head-on,Minor,21,2,4,0,False,Chevrolet,Sedan,2014,Fog,0,0.0,0.0,0,3,1.0,1.0,1.2,9628.208005218463,2
87,89,PN00004551,2017-10-13,NY,250,1810.7182212575524,250000,100000,76933,Male,High School,Engineer,Single,88046.88605516237,31467.483556929586,2023-11-18,Vandalism,Head-on,Major,15,3,4,2,False,Toyota,Coupe,2008,Fog,0,0.0,0.0,2227,15,1.05,1.0,1.2,6141.1589982135565,0
6,84,PN00004552,2018-12-28,NY,500,1865.91294428931,250000,0,29196,Female,PhD,Engineer,Widowed,87874.53971105204,12865.826846598755,2023-07-26,Vandalism,Parked Car,Minor,22,3,2,0,False,Honda,Coupe,2013,Clear,0,0.0,0.0,1671,10,1.0,1.2,1.0,6957.580363414994,1
68,27,PN00004553,2019-06-12,IL,500,2257.4569236796992,1000000,250000,43048,Female,PhD,Engineer,Widowed,66751.54192809493,27929.822889909134,2017-02-02,Theft,Parked Car,Totaled,0,4,0,4,False,Honda,SUV,2023,Snow,0,0.0,0.0,0,-6,1.1,1.2,1.5,25141.818196785247,0
18,88,PN00004554,2020-10-04,FL,500,4163.586640073632,250000,500000,50528,Male,PhD,Manager,Divorced,84743.09104380218,19242.368583458025,2019-09-19,Vandalism,Rear-end,Totaled,6,4,3,1,False,Toyota,SUV,2005,Clear,0,0.0,0.0,0,14,1.05,1.0,1.0,8955.771648656046,1
73,70,PN00004555,2015-07-20,NY,250,546.8773853277492,250000,250000,19668,Female,Bachelor,Teacher,Married,73033.02527398884,19835.73143198282,2020-07-26,Theft,Head-on,Minor,19,3,3,1,False,BMW,Convertible,2021,Rain,1,16692.227664843587,16692.227664843587,1833,-1,1.0,1.0,1.3,7900.761636919618,0
113,74,PN00004556,2022-08-05,NY,250,1507.8044828189047,100000,250000,59424,Male,PhD,Clerical,Married,30012.086796020398,10155.917410339422,2024-04-24,Vandalism,Side-swipe,Minor,0,1,2,0,False,BMW,Sedan,2002,Rain,0,0.0,0.0,628,22,1.05,1.2,1.3,4299.27236916641,3
29,44,PN00004557,2018-05-09,FL,2000,3676.5491499784675,1000000,100000,42313,Male,Bachelor,Engineer,Widowed,75512.72426154687,16105.24303217572,2021-08-24,Vandalism,Side-swipe,Minor,7,1,3,4,False,Chevrolet,Sedan,2021,Fog,0,0.0,0.0,1203,0,1.0,1.1,1.2,11050.993556548352,1
77,71,PN00004558,2017-12-01,TX,1000,2325.377527184867,250000,250000,17624,Female,Master,Teacher,Single,61557.64173521564,13692.290787402051,2017-02-17,Vandalism,Parked Car,Minor,15,3,2,0,True,BMW,Coupe,2018,Fog,0,0.0,0.0,0,-1,1.1,1.0,1.2,8343.644030692465,0
59,21,PN00004559,2016-12-13,IL,500,1986.330303356574,1000000,250000,38563,Male,Master,Engineer,Divorced,2748.9938163364536,12171.959548784116,2021-08-18,Natural Disaster,Side-swipe,Totaled,12,4,0,3,True,Toyota,Convertible,2009,Rain,1,13153.552970473362,13153.552970473362,1709,12,1.0,1.0,1.3,12585.116584739017,0
47,40,PN00004560,2015-05-08,IL,250,4425.273000059078,100000,250000,74001,Male,Bachelor,Teacher,Divorced,78635.95670866848,4038.9788161557303,2024-09-09,Theft,Rear-end,Minor,9,1,3,2,False,Honda,Convertible,2018,Snow,1,9147.61761835373,9147.61761835373,3412,6,1.05,1.1,1.5,11805.722649281282,2
116,65,PN00004561,2019-07-15,IL,1000,4628.002640658077,100000,500000,17506,Male,Master,Teacher,Divorced,87083.50686858034,21653.49324508951,2017-09-07,Natural Disaster,Rear-end,Minor,13,3,1,3,False,Honda,Sedan,2013,Rain,0,0.0,0.0,0,4,1.05,1.0,1.3,13415.823867826284,2
